review,rating,date,bank,source
You have made the app more user friendly and easier to access any informantion. Great work from the developers. 👏👏👏,5,2023-02-18 09:49:25,Dashen,Google Play
"It is easy to use, fast and secure. I love it keep up the good work!",5,2023-02-15 06:13:13,Dashen,Google Play
Wow,4,2023-02-13 12:08:06,Dashen,Google Play
"Secure,Fast and Easy👍",5,2023-02-10 18:32:55,Dashen,Google Play
Dashin Bank,5,2023-02-05 13:58:22,Dashen,Google Play
It's good thanks you,5,2023-02-05 07:27:34,Dashen,Google Play
"Its very easy and usefull app,keep it up your good service.",5,2023-02-02 13:37:10,Dashen,Google Play
Excellent,5,2023-01-30 11:53:14,Dashen,Google Play
It's very good,5,2023-01-25 08:49:55,Dashen,Google Play
Good App,1,2023-01-20 09:25:29,Dashen,Google Play
Malif kani yeroo yerodhani update gafat kuni imo rakisadha,2,2023-01-19 09:10:55,Dashen,Google Play
ይመቻል,5,2023-01-10 18:13:46,Dashen,Google Play
Nice app,5,2023-01-10 17:07:56,Dashen,Google Play
"This version is better from the previous one, it's speed is admirable!",4,2023-01-01 07:38:01,Dashen,Google Play
Good app.,5,2022-12-30 06:53:59,Dashen,Google Play
Thanks for this application,5,2022-12-29 19:36:06,Dashen,Google Play
Abin kun hedduu midhagadhaa 👍😍,5,2022-12-28 19:55:18,Dashen,Google Play
It is very good,5,2022-12-28 18:00:26,Dashen,Google Play
Doesn't open.,1,2022-12-24 21:01:40,Dashen,Google Play
Why is not working,3,2022-12-18 21:00:50,Dashen,Google Play
It's nice app tanks befor.,5,2022-12-18 11:53:04,Dashen,Google Play
Nice,5,2022-12-16 16:53:56,Dashen,Google Play
"It's a good app. I like the summery it gives after every transaction. The problem is its asking me to update, when I try to update, it won't.",4,2022-12-15 13:08:33,Dashen,Google Play
It is helpful for my transactions.,5,2022-12-13 19:07:22,Dashen,Google Play
Fantastic app,5,2022-12-13 15:22:24,Dashen,Google Play
"It is nice app, secure. The problem is, it can not remember accounts I have previously transferred to. I have to manually enter account number every time I want to make transfers. The CBE app remembers previously used accounts. Learn from them.",4,2022-12-09 07:39:09,Dashen,Google Play
It's a great app,5,2022-12-08 15:46:46,Dashen,Google Play
Bad app,5,2022-12-07 19:55:52,Dashen,Google Play
Leading bank good job,4,2022-12-07 18:41:44,Dashen,Google Play
"The app is good but It could not syncronize the wallet and the telephone number which is attached to my account. It alerts like ''The Mobile Number is Already registered, Search with customer ID xxxxxxxxxxx''. Try to correct it pls.",3,2022-12-06 15:44:58,Dashen,Google Play
v. good app,5,2022-11-27 12:27:54,Dashen,Google Play
App,5,2022-11-25 17:20:53,Dashen,Google Play
"Best Mobile Money in Ethiopia ,one thing missing ,Content sales like concert tickets ,have to embedded in the app ,users should not got to other channels for tickets sales",5,2022-11-25 15:28:38,Dashen,Google Play
Amole lite app is the best upgraded version of dashen bank..... I'm happy by this version and I recommend other to used this app... Thank u,5,2022-11-25 09:02:50,Dashen,Google Play
My best app,2,2022-11-23 17:31:25,Dashen,Google Play
Good,5,2022-11-20 19:43:06,Dashen,Google Play
Better keep it up,5,2022-11-19 05:41:10,Dashen,Google Play
I always love using dashen bank. Its true and simple,5,2022-11-18 18:16:21,Dashen,Google Play
Great,5,2022-11-18 10:09:41,Dashen,Google Play
Interesting and nice mobile banking platform compare with other private banks,4,2022-11-16 05:02:45,Dashen,Google Play
"very simple , fast and friendly interface. with the option to use while we r offline (the thing i liked most about it). very good improvement.",5,2022-11-13 14:36:18,Dashen,Google Play
Best,4,2022-11-10 09:24:04,Dashen,Google Play
good job,1,2022-11-09 17:09:02,Dashen,Google Play
DASHEN BANK ALWAYS ONE STEP AHEAD!!!,5,2022-11-08 05:15:49,Dashen,Google Play
Nice,4,2022-11-04 17:37:01,Dashen,Google Play
Good app,3,2022-11-04 11:33:29,Dashen,Google Play
The structure of the application is okay but it's not work as they expected,1,2022-11-03 11:32:23,Dashen,Google Play
Arif app new bebekule enen xeqmognal,4,2022-11-03 05:06:04,Dashen,Google Play
Excellent,5,2022-11-01 09:44:20,Dashen,Google Play
Simple app,5,2022-10-31 14:12:15,Dashen,Google Play
"It,s ok",5,2022-10-30 08:29:37,Dashen,Google Play
ሐኘአገከገከጨጰገከ,3,2022-10-27 15:23:26,Dashen,Google Play
Fantastic app,5,2022-10-20 09:16:30,Dashen,Google Play
"Best, app is more accessible by wi_fi rather than mob data, since is better improve on it!!!!",5,2022-10-18 20:49:44,Dashen,Google Play
Good app but it needs some improvement on speed and amount transfer limit,5,2022-10-15 02:54:37,Dashen,Google Play
Always one step a head,5,2022-10-11 18:58:33,Dashen,Google Play
"The update description says ""Now you can send funds to your Telebirr Wallet from your bank account"". But it's not available yet please fix it. It is fixed now Thanks 👍",5,2022-09-15 18:05:20,Dashen,Google Play
"Much better than the Amole app, but still needs some improvements. On the transfer screen, the type of transfers' names are missing. Also some of fonts look faded.",4,2022-09-14 07:46:21,Dashen,Google Play
ወድጄዋለው,4,2022-09-11 00:25:51,Dashen,Google Play
Best app ❤,5,2022-09-08 18:04:56,Dashen,Google Play
Excellent! The improvements are also appreciated. But the fact that the app doesn't have language option is one point that has to be improved.,1,2022-09-08 17:20:26,Dashen,Google Play
What I like about Amole is it send otp for every transaction and make your transaction more secure. But it will be more secure if you make otp only via SMS.,5,2022-09-07 15:44:49,Dashen,Google Play
The greatest app,5,2022-09-07 14:56:55,Dashen,Google Play
very easy to use and added features! keep it up!!! always one step ahead!,5,2022-09-07 14:10:09,Dashen,Google Play
good,1,2022-09-03 14:17:58,Dashen,Google Play
Keep your great work. Absolutely wonderful and Secured App. May be the best mobile banking software in the country. If there is 10 stars i will give.,5,2022-08-24 23:31:16,Dashen,Google Play
The best mobile banking app ever in banking industry.I can't complain anymore what a good work colleague's. VAMOS,5,2022-08-15 17:40:55,Dashen,Google Play
very nice !! And please add telebirr access same!?,5,2022-08-15 16:53:39,Dashen,Google Play
"I like the fact that it sends you a SMS message every time your log in to the application. So if a malicious user access my account, I know straight away. This feature is unique. Excellent job Dashen!",4,2022-08-11 09:53:53,Dashen,Google Play
It is the best app,5,2022-08-11 08:00:05,Dashen,Google Play
Always one step ahead,5,2022-08-02 11:25:15,Dashen,Google Play
Its not god,5,2022-07-30 03:43:08,Dashen,Google Play
Great app,5,2022-07-24 16:29:13,Dashen,Google Play
Its user friendly 🤙🤙 after using this lite app its fast and easy😊. ‼️remove the first amole app‼️,5,2022-07-18 18:12:44,Dashen,Google Play
Nice and attractive application developed. Wonderful,5,2022-07-18 15:08:23,Dashen,Google Play
Amole lite is very simple for any kind of payments. Thank you Dashen Bank!!,5,2022-07-18 09:49:53,Dashen,Google Play
በጣም አሪፍ!!! ከቀድሞው የተሻለ ቀለል ያለ app ነው። ተመችቶኛል❤,4,2022-07-18 08:38:21,Dashen,Google Play
I have been waiting for this a long time. Amazing app...Thanks Dashen Bank...Always one step ahead.,5,2022-07-16 20:10:12,Dashen,Google Play
This app is simple to use and has  receipts for all transactions. Really enjoying it,5,2022-07-16 14:56:16,Dashen,Google Play
Very easy to use and improved performance. 👌 The functionalities are also well put. Highly recommended. Thank you Dashen!!,5,2022-07-16 14:52:07,Dashen,Google Play
It is very easy and fast,5,2022-07-16 13:36:09,Dashen,Google Play
Perfect application. Thank you Dashen Bank,5,2022-07-16 12:07:15,Dashen,Google Play
Amole lite is very easy and looks very good. I advice everyone to download and use the app.,5,2022-07-16 12:05:22,Dashen,Google Play
